,Sentiment,Message
2428,1,"consisting of seven interconnected units , mega image 's logistics center will be 347 metres in length and 12 metres in height ."
2429,1,"construction work on the helsinki music centre is to start this autumn , with the total cost of the project estimated at 140 million euros ."
2430,1,copyright af news and af financial news logo are registered trademarks of af news limited
2431,1,"cramo , headquartered in vantaa , finland , rents construction machinery and equipment , as well as rents and sells modular space ."
2432,1,currency conversions are based on echange rates at the time of the deal .
2433,1,"currently the terminator lures are produced in a subcontract facility in meico but the manufacturing will be transferred to rapala 's factory in shenzhen , china ."
2434,1,"destia oy is a finnish infrastructure and construction service company building , maintaining and designing traffic routes , industrial and traffic environments , but also complete living environments ."
2435,1,"digia will also set up two subsidiaries , digia norway as and digia usa inc. ."
2436,1,dutch publisher de vijver said today it has agreed to buy a 49 % stake in belgian weekly magazine humo from finnish media company sanoma hel : saa1v .
2437,1,each share is entitled to one vote .
2438,1,each year the dividend is deducted from the subscription price .
2439,1,earnings per share eps amounted to eur0 .01 .
2440,1,earnings per share were eur -0.04 -0.06 .
2441,1,elcoteq has a global network of after market service sites which have a long eperience in serving consumer electronics and systems solutions customers .
2442,1,elcoteq se is listed on the nasdaq om helsinki ltd. .
2443,1,electronic versions require 24-48 hours as each copy is customized to the client with digital controls and custom watermarks .
2444,1,"elisa corporation will disclose its financial statements for 2006 on thursday , 8 february 2007 ."
2445,1,"empresa de desarrollo urbano de quito , innovar-uio , ecuador has commissioned poyry to prepare a feasibility study for a new urban rapid mass transit system ."
2446,1,"erkki jarvinen , president of rautakirja and the head of the sanoma trade division , will leave his current tasks in spring 2009 for a similar position outside the sanoma group ."
2447,1,"ethanol would be made from barley , and production could start in 2008 ."
2448,1,"eel composites in brief eel composites is a technology company which designs , manufactures and markets composite profiles and tubes for industrial applications ."
2449,1,eel is headquartered in mantyharju in finland .
2450,1,facades in riga 8 march 2010 - finnish construction company yit oyj hel : yty1v said today that it will build the frame and the facades in a tower construction project in riga .
2451,1,fancy dans on the move fab glasgow gift and interiors store fancy dans is moving !
2452,1,"financial statements include the consolidated financial statements of the group , the board of directors ' report , the auditors ' report and the corporate governance statement ."
2453,1,"financialwire tm is not a press release service , and receives no compensation for its news , opinions or distributions ."
2454,0,"finnair epands : finnair plans to add more flights on routes to hong kong , india and russia ."
2455,1,finnish bank of +_land will launch its long-term pension savings account at the beginning of june 2010 .
2456,0,finnish food company raisio oyj hel : raivv said today it will buy british snacks and confectionery company big bear group plc for an enterprise value of eur 95.3 million usd 129.9 m .
2457,1,finnish industrial group ruukki group plc om helsinki : rug1v said on friday 14 november that its furniture business segment incap furniture has concluded personnel negotiations that were started at the end of september .
2458,1,"finnish metal components supplier componenta on december 26 , 2006 applied for approval with the turkish capital markets board to launch a mandatory offer for the remaining shares in iron and aluminium castings producer doktas dokumculuk ."
2459,1,"finnish sampo-rosenlew manufactures approimately seven forest machines monthly , and about half of machines are eported ."
2460,1,finnlines has si ships under construction in china with deliveries scheduled between the first quarter of 2011 and the final quarter of 2012 .
2461,1,finnlines will announce in week 17 of 2006 what measures it will take to tackle the situation .
2462,0,"firm 28 october 2009 - finnish lifting equipment maker konecranes oyj hel : kcr1v said today it acquired us machine tool solutions unlimited in cincinnati , ohio , for an undisclosed sum ."
2463,1,"following the issue , the new shares will constitute 10 percent of the firm 's capital ."
2464,1,"for the purposes of the possible acquisition , pkc would establish a subsidiary in poland ."
2465,1,"founded in 1923 , finnair is one of the world 's oldest airlines and flies to 60 destinations with a fleet of 63 aircraft , employing 9,500 people ."
2466,1,"geosentric is acquiring etra financing by issuing a maimum of 220,000 new shares and a convertible bond with subscription rights for 880,000 shares , which have been fully subscribed ."
2467,1,"glaston 's share gla1v is listed on the nasdaq om helsinki , mid cap list ."
2468,1,grounds for the notification : tiimari plc 12/30/2010 issued capital convertible loan allocation decision by the board on 01/31/2011 .
2469,0,growth is epected to continue in 2008 .
2470,1,gypsii service supports ten different languages including korean and russian .
2471,1,he confirmed his view on july 6 .
2472,1,he is a member of the board of numerous com-panies and a shareholder of the boardman ltd board specialist net-work .
2473,1,"helsinki af - cargotec said it has bought a 95 pct stake in indital construction machinery ltd , a bangalore-based company that makes fork lift trucks and mobile cranes , for an undisclosed sum ."
2474,1,"helsinki af - cramo said it has agreed to sell cramo nederland bv cnl , its dutch machinery and equipment rental unit , to jaston groep for an undisclosed sum ."
2475,1,"helsinki-based componenta bought turkish listed company doktas in october 2006 for 89 million euros , making it the largest finnish investment in turkey to date ."
2476,1,"however , the offering will probably not be made at the current valuation , which partly derives from the deal in which the company was merged into a stock market shell ."
2477,1,"huhtamaki oyj stock echange release , 16.9.2008 at 13.32 huhtamaki 's capital markets day for institutional investors and analysts is held in espoo , september 16 , 2008 starting at 13.30 pm finnish time ."
2478,1,"i can say categorically , no , ' wahlroos was quoted as saying by the paper , when asked about sampo 's interest in making a bid for rsa ."
2479,1,"if honkarakenne starts production there , it will need a partner for sawmill operations ."
2480,1,"in addition , nine fied-term employment contracts will not be etended and two people will leave the company under pension arrangements ."
2481,1,"in addition , the eisting service counter area in the reception hall will be rebuilt and access provided to local rail connections ."
2482,1,"in addition a reduction of nine persons will be made through pension or other arrangements , the company added ."
2483,1,"in addition to the tulikivi corporation , he is also currently a member of the board of the following companies : altia corporation , j+ærvi-suomen portti osuuskunta , osuuskunta kpy , profile vehicles oy and voimatel oy ."
2484,1,"in future , the plant will focus on the production of flange profiles for wind farm towers ."
2485,1,in return the new york-based private equity firm will receive a 51 % stake in the latvian it and telecom group .
2486,1,"in the baltic countries , atria 's target is organic growth ."
2487,1,"incap corporation stock echange announcement 29 april 2010 at 1 p.m. invitation to a news conference on incap 's interim report q1-2010 incap will publish its interim report for january-march 2010 on wednesday , 5 may 2010 ."
2488,1,"india is high on our priority since business links between our two countries is also epanding , '' tornstrom said ."
2489,1,ionphase 's second major owner is venture capital firm aura capital .
2490,1,"iso omena is based in the matinkyla district of the southern part of the city of espoo , southern finland ."
2491,1,it moved into the no. 2 spot in 2000 when it merged steel operations with avesta sheffield to form avestapolarit .
2492,1,"itg 's share in the deal is estimated at some 500,000 euro $ 627,000 ."
2493,1,"its customers include local companies slo oy , kiilto oy , toptronics oy , normark suomi oy , pellonpaja oy and mansner oy ."
2494,0,"ionos estimates that it will hire 20 specialists in mechanical engineering , electronics design , and r&d for its new unit in jyvaeskylae by the end of 2009 ."
2495,1,"jensen , njastein and mike critch , the head of dovre north america business unit , will report to toivola ."
2496,1,"jukka hienonen , the current finnair ceo , will step down at the end of january 2010 ."
2497,1,"kemira , headquartered in helsinki , finland , is an international chemicals group comprising the business areas kemira pulp & paper , kemira water , kemira specialty and kemira coatings ."
2498,1,kemira 's partner in the project is st. petersburg water works .
2499,1,kershaw takes up the position with immediate effect from her previous role as marketing manager of sankey home & garden products .
2500,1,kone is listed on the nordic echange in helsinki .
2501,1,"l&t is operative in finland , sweden , latvia , russia and norway ."
2502,1,"last week , however , nokia announced that it will pursue a long-term relationship with microsoft , and make the windows phone 7 operating system the foundation for nokia mobile phones ."
2503,1,latvia 's stockmann shopping mall is a subsidiary of finland 's stockmann plc. .
2504,1,"leed is an internationally recognized green building certification system , developed by the u.s. green building council ."
2505,1,london af - fortum said it has agreed to sell its industrial maintenance service operations to funds managed by capman for an undisclosed sum .
2506,1,"china unicom , nyse : chu , hkse : 0762 , and shse : 600050 , the second largest mobile carrier in the country ."
2507,1,"maimum amount of terminations in finland is 40 employees , the company added ."
2508,1,measures will be launched immediately and are due to be finalized in the first quarter of 2010 .
2509,1,"metsa-botnia will finance the payment of dividends , the repayment of capital and the repurchase of its own shares with the funds deriving from its divestment of the uruguay operations , and shares in pohjolan voima , and by utilising its eisting financing facilities ."
2510,1,metso 's delivery will include a complete coated board line with related air systems and two winders .
2511,1,mobile data transfer is epected to increase eplosively in the lte era .
2512,1,most of the dividend will go to the grimaldi family .
2513,1,"mr bakman sees also epansion options on the tallinn-helisnki link , claiming however , that operating the link with only a single ship is not enough ."
2514,0,"m-real corporation press release on 3 november at 10:35 am m-real corporation was the second best company in the materials sector including e.g. forest industry companies in the carbon disclosure leadership inde cdli , nordic report 2009 ."
2515,1,"m-real said there are ` no grounds ' for the rumors , which ` have been circulating in the market for some months . '"
2516,1,"nastola , ae 14 jobs 16 february 2010 - finnish wood products technology firm raute oyj hel : rutav said today that it will transfer to nastola , southern finland , the production of its jyvaskyla plant , which will affect 14 people ."
2517,1,neste shipping is the most likely to remain finnish as the oil sector and its transports are significant for emergency supply .
2518,1,net investment income
2519,1,"no compensation for its news , opinions or distributions ."
2520,1,no financial details were available .
2521,1,no financial details were disclosed .
2522,1,no financial details were provided .
2523,1,no financial details were reported .
2524,1,no more waste-burning facilities should be built .
2525,1,"no price was given for the transaction , which merges two london companies that have worked together on a number of projects including delivery of timetables for britain 's national epress east coast rail networks ."
2526,1,no pricing details were disclosed .
2527,1,"nokia said it still epects to sell 150 more million symbian devices in years to come , giving an indication of how it epects the phone 7 handoff to work ."
2528,1,nordea bank estonia is part of the largest financial group in the nordic countries .
2529,1,"of the company 's net sales , 38 % was acquired in finland , 21 % in other european countries , 40 % in asia , and 1 % in the us ."
2530,1,officials did not disclose the contract value .
2531,1,"on dec. 1 , grimaldi acquired 1.5 million shares and a 50.1-percent stake in finnlines ."
2532,1,"only l+ænnen tehtaat showed a loss , but it has only recently started streamlining measures ."
2533,2,operating cash flow after investments totalled eur 61.3 mn compared to eur 75.3 mn in the corresponding period in 2007 .
2534,0,oriola-kd epects its invoicing in 2008 to be higher than the comparable invoicing of 2007 .
2535,1,otherwise the situation is under control .
2536,1,"our customers come from the following countries : uk , usa , spain , france , italy , germany , china , hong kong , sweden , norway , netherlands , austria , belgium , switzerland , czech republic , finland , canada , russia , ukraine , denmark , ireland , south korea and liechtenstein ."
2537,1,"our customers come from the following countries : uk , usa , spain , france , italy , germany , china , sweden , norway , netherlands , austria , belgium , switzerland , czech republic , serbia , finland , canada , russia , ukraine , portugal , denmark , ireland , south korea , estonia and liechtenstein ."
2538,1,"our in-depth epertise etends to the fields of energy , industry , urban & mobility and water & environment ."
2539,1,"particular attention is being paid to energy efficiency in the construction of the building , as it is designed to meet the requirements of energy class b , and leed certification will be applied for ."
2540,1,"payche has more than 100 offices serving approimately 554,000 payroll clients nationwide as of may 31 , 2009 ."
2541,1,payment of shares shall be effected on subscription .
2542,1,"pcs digital guatemala has been using tecnomen 's prepaid system in telgua fied networks as well as code division multiple access , or cdma , and global system for mobile communication , or gsm , since 2003 ."
2543,1,"poyry is a global consulting and engineering firm focusing on the energy , forest industry and infrastructure & environment sectors ."
2544,1,poyry is a global epert in consulting and engineering .
2545,1,"poyry plc additional information by : heikki malinen , president and ceo , poyry plc tel. +358 10 33 21307 poyry is a global epert in consulting and engineering ."
2546,1,price talk is in the euribor plus 2 bps area and the sole lead is citigroup .
2547,1,"product deliveries will not be interrupted , the refiner said , giving no financial details ."
2548,1,production is scheduled to start by the end of april 2007 .
2549,1,protali has $ 42 million in cash and no sales .
2550,1,public services will also be available .
2551,1,"published by globes online , israel business news - www.globes-online.com - on november 16 , 2009 -_ copyright of globes publisher itonut 1983 ltd. 2009"
2552,1,ramirent finland is the domestic unit of machinery rental company ramirent oyj hel : rmr1v .
2553,1,raute is listed on the nordic echange in helsinki .
2554,1,registration is required .
2555,1,related links : fleiblebaseloadoperation thewartsila32generating set gasconversions this is the shorter of two versions of this press release .
2556,1,"rosendal at outotec.com eila paatela , vice president - corporate communications tel. +358 20 529 2004 , +358 400 817198 e-mail eila ."
2557,1,runway visual range is a calculated assessment of the distance that a pilot can see down a runway .
2558,1,"salcomp 's charger manufacturing plant in india is located in the nokia telecom park in the state of tamil nadu , in the eastern part of india ."
2559,1,saunalahti is a part of the elisa group .
2560,1,"says brian burton , head of it security , vodafone uk ."
2561,1,"seller is the finnish elcoteq group , the largest european electronics manufacturing services company ."
2562,1,solteq plc announcement 16.12.2010 share repurchase 16.12.2010 in the helsinki stock echange solteq plc now holds a total of 486.969 shares including the shares repurchased on 16.12.2010 .
2563,1,"some of the most recent technology deliveries include refinery technology to anrak aluminium , an iron ore pelletizing plant to tata steel and iron ore sintering plants to bhushan steel ."
2564,1,sponda plc 's annual general meeting decided on 23 march 2005 to establish a shareholders ' nomination committee to prepare proposals for the annual general meeting in 2006 on the composition of the board of directors and their remuneration .
2565,1,"srv will also build an aqua park with wellness area , a restaurant and a multifunctional ice arena ."
2566,1,"ssh communications security corporation is headquartered in helsinki , finland ."
2567,1,"ssh communications security corporation is headquartered in helsinki , finland ."
2568,1,ssh establishes new global sales and marketing group to be led by george adams ; adams establishes global sales and marketing group to drive worldwide programs supporting ssh tectia enterprise security solutions
2569,1,status : agreed
2570,1,"steek , which was set up in 2002 , is based in bordeau , southwestern france ."
2571,1,"stockmann plc company announcement february 20 , 2007 , at 13.40 an annual summary of stockmann 's stock echange and financial press releases in 2006 is available on the company 's website at the address www.stockmann.com ."
2572,1,"stora enso , a global paper , packaging and wood products company , and neste oil , a finnish company engaged in the refining and marketing of oil , have inaugurated the demonstration plant at varkaus , finland for biomass to liquids production utilizing forestry residues ."
2573,1,stuk today is a full service house epert in radiation and nuclear safety issues .
2574,1,"sullivan said some of the boards `` really involve a lot of work , and people should get paid for their time . ''"
2575,1,suomen paikallissanomat oy is part of alma media group and it currently publishes 15 local newspapers across finland .
2576,1,talvivaara is listed on the london stock echange main market and nasdaq om helsinki and is included in the ftse 250 inde .
2577,1,"tecnotree 's convergent charging solution includes functionality for prepaid and post-paid billing , charging and rating of voice calls , video calls and raw data traffic for both mobile and fied networks ."
2578,1,"telecom has a foreign investment limit of 74 % , but it appears that mobile vas does not , which means that tecnomen can pick up as much as 96.6 % ."
2579,1,teleste bk optifle amplifier products will be used in ongoing capacity upgrade of kdg 's network to bi-directionality .
2580,1,teleste has some 30 offices worldwide and is listed on the nordic echange in helsinki .
2581,1,teleste was set up in 1954 and is divided into broadband cable networks and video networks business areas .
2582,1,"the 2500-passenger ferry will have dimensions of 185 m length overall , 170 m length between perpendiculars , 27.70 m breadth and 6.55 m design draught ."
2583,1,"the acquisition does not have to be from the frozen foods or fish sector , as long as it has synergies with l+ænnen tehtaat 's other businesses ."
2584,1,the acquisition price was not disclosed .
2585,1,the aforementioned shareholders have informed that they will propose to the annual general meeting that the number of members of the board of directors shall be five and that besides the present members of the board of directors also mr lassi noponen shall be elected to the board of directors .
2586,1,"the aim of the ceo 's q&a sessions is to give further clarity on information , which has been made public already earlier ."
2587,1,the board of directors was authorized to decide on other terms of the share issue .
2588,1,the bridge will be 1.2 km long and is located between anasmotet by the road e20 and the new traffic junction in marieholm by the road e45 .
2589,1,"the buildings , with about 40 condominiums each , will be built in 4 or 5 stages ."
2590,1,"the business area has operations in finland , sweden , denmark , estonia , latvia and lithuania ."
2591,1,"the buyer is real estate owner propertos oy , but the companies have agreed not to disclose financial details of the deal ."
2592,1,the capital structure of solidium may be complemented by other financial instruments in the future .
2593,1,the category was marked by maturity and the recession .
2594,1,the chain is to unite 45-50 centres by the end of 2008 .
2595,1,the company has some 410 employees and an annual turnover of eur65 .4 m. vaahto group is listed on the nordic echange in helsinki .
2596,1,"the company is also seeking possibilities to relocate the luumaki personnel , some 50 people , to other upm mills ."
2597,1,"the company offers payroll services , including payroll processing , payroll ta administration , and employee pay services , including direct deposit , check signing , and readyche ."
2598,1,"the company operates its business through two reportable segments , including banking and investment services , and non-life insurance ."
2599,1,the company 's board of directors has proposed a dividend of eur0 .12 per share for 2006 .
2600,1,the company 's board of directors will propose a dividend of eur 0.14 for 2008 at the annual general meeting .
2601,1,"the company 's plant in russia will continue to make tyres for its near markets , while the plant in nokia in finland will manufacture tyres for other markets ."
2602,1,the company 's share is listed in the mid cap segment of the nasdaq om helsinki .
2603,1,the company 's share is quoted on nasdaq om helsinki rautaruukki oyj : rtrks .
2604,1,"the company 's us subsidiary vaisala inc. acquires aviation systems maintenance , inc asmi , a kansas , u.s. based airport service company with over 2.6 million usd net sales in 2008 ."
2605,0,the company said that it has started to investigate streamlining its operations in order to meet the tightening competition on the mobile phone charger market .
2606,1,the company then said it will focus its resources on clinical research .
2607,1,the company turnover amounted to meur 27.9 in 2007 .
2608,1,the company website is www.ahlstrom.com .
2609,1,the company will be part of teleste 's video and broadband solutions business area .
2610,1,"the company will publish its financial statement for 2008 on february 25 , 2009 ."
2611,1,the company will release its 2010 results on 11 february 2011 .
2612,1,"the company will use the money for product development and research activities through 2013 in its key markets finland , germany , italy and france ."
2613,1,the continued operations mean the structure after the restructuring of the aspocomp group including aspocomp oulu and the headquarter operations .
2614,1,"the contract covers turnkey deliveries to all five airports operated by the authority -- john f kennedy , laguardia , newark , teterboro and stewart international ."
2615,1,the contract includes heating plant equipment and associated installation work .
2616,1,the contract involves refurbishing the bathrooms of 189 units as well as re-plumbing their water and sewer pipes .
2617,1,the contracts comprise turnkey orders for roro systems for two roro-cruise vessels under construction for viking line and tallink .
2618,1,"the cost of the deal could range from 70 million to 90 million euros depending on the financial results of the two companies in 2008 , the statement says ."
2619,1,the cranes would be installed onboard two freighters ordered by singaporean ship owner masterbulk .
2620,1,the customers will have an access to integrated propeller and gear packages from one source .
2621,1,the deal is subject to approval by the norwegian competition authorities .
2622,1,the deal means that ten persons in three countries will transfer to tieto .
2623,1,the deal will have no significant effect on the acquiring company 's equity ratio .
2624,1,the deliveries are scheduled for the summer and autumn of 2008 .
2625,1,"the development of the technological park , which will specialize in telecommunications and information technologies , is part of the state program for the formation of technoparks for hi-tech sectors in russia ."
2626,1,"the e-commerce site and flagship will be managed by marimekko north america retail llc , a subsidiary established in the u.s. last year ."
2627,1,"the final price will be specified by 14 may 2010 , the acquiring company said ."
2628,1,"the finland-based company says it will move into an eisting 260,000-square-foot facility in september ."
2629,1,"the finnish business delegation includes representatives from over 20 companies that include nokia corp , finnfund , outokumpu oyj , oko bank , alteams oy and cargotec corp. ."
2630,1,"the finnish company is building a 800,000 mt-year biodiesel plant in singapore ."
2631,1,"the firm 's uk head office is in rugby road , lutterworth ."
2632,1,the first group of customers to be trained will be paint-shop owners and their assistants .
2633,1,the first stage of the contract covers 133 stores and 600 cash registers .
2634,1,"the fish content of the nuggets is 85 % , and the fish comes from canada and finland ."
2635,1,the following information was released by comptel : tomorrow the chairman of the federal communications commission is scheduled to deliver the national broadband plan to congress .
2636,1,the front surfaces of these valve plates are directed towards each other .
2637,1,the ground barleycorn has been fully produced in finland and will be available in stores as of the beginning of 2010 .
2638,1,the implementation of the deal is subject to the approval by the finnish competition authority .
2639,1,"the inaugural speech will be given by hannu kyrolainen , finland 's ambassador to the czech republic ."
2640,1,the increase range will vary up to 10 % .
2641,1,the initial estimated total value was 1744900 eur and the final award value was 1744900 eur .
2642,1,"the internal revenue service sees about 20 percent of all tapayers wait until the last two weeks to file , with about 40 million returns filed in april ."
2643,1,"the latest date for registration is on 4 april , 2006 ."
2644,2,the lay-offs will affect 240 people out of the total 320 okmetic employees in finland .
2645,1,the line 4 will run fully underground and will comprise 10 stations which will be eecuted in two implementation stages .
2646,2,the majority of the company 's personnel in finland is temporarily laid off from one to si weeks in the period from february to june 2009 period .
2647,1,"the mall will be financed on a parity basis by pearl plaza llc , the joint venture company established by the chinese investor shanghai industrial investment holdings co ltd , and srv group ."
2648,1,"the maimum amount of the capital loan will be eur30m and the minimum subscription -- eur10 ,000 ."
2649,1,the maimum number of new shares to be offered is 22 million .
2650,1,the measures taken will cause one-time costs during the final part of 2006 .
2651,1,"the mill will have capacity to produce 500,000 tonnes of pulp per year ."
2652,1,"the money will be spread mainly over 2011 and 2012 , the company said ."
2653,1,"the natural source of isoprene is the tree species hevea brasiliensis , also known as the rubber tree ."
2654,1,the new activity will incur an investment of about 5 meur .
2655,1,"the new company will likely hold an ipo on the nyse or another international stock echange , according to altimo which manages the alfa group 's telecommunications assets and teliasonera 's agreement , which has been published on the website of the u.s. securities and echange commission ."
2656,1,"the new majority owners of aspocomp thailand co. , ltd are certain private persons belonging to immediate circle of aspocomp 's present joint venture partner , saha pathana inter-holding plc. ."
2657,1,the new organization consists of two business units : charging & messaging and finance & administration .
2658,1,the new sepa cads will replace finnish bank cards .
2659,1,"the order comprises all production lines for a plywood mill , company said in a statement received by lesprom network ."
2660,1,"the order comprises four ball mills , which will be organized in two different streams for treating ore in the pilanesberg platinum mine ."
2661,1,"the order includes a new crecent former , headbo , and reel ."
2662,1,the output of the contracts totals 72 mwe .
2663,1,"the parties have agreed not to disclose the price of the deal , the group said in a press release ."
2664,1,the parties have agreed not to disclose the transaction value .
2665,1,"the payment date is march 25 , 2010 ."
2666,1,the plans will result in the introduction of new and highly specialized manufacturing methods and also entail changes to personnel at the facility .
2667,1,"the platform is based built on intel s second-generation mid platform , called moorestown ."
2668,1,"the price of the 10,000 kroon par value bonds was 9663,51 kroons in the primary issue ."
2669,1,the proposal by the board of directors on the issuance of option rights will otherwise correspond to the proposal by the board of directors in the notice to the general meeting .
2670,1,the purchase sum is about eur 10mn us$ 12.97 mn .
2671,1,"the recruitment is related to the relocation of stora enso 's research operations to karlstad , central sweden ."
2672,1,the remote radio head module will be available at 4w power for 2.5 ghz and 3.5 ghz tdd frequency bands .
2673,1,"the report eamines the medical equipment business structure and operations , history and products , and provides an analysis of its key medical equipment revenue lines ."
2674,1,the restructuring measures will not affect the production of packaging printing material .
2675,1,"the sale , comprising the margarine business in finland and poland , follows the approval of the polish competition authorities earlier in october ."
2676,1,"the sale of savcor face to cencorp will result in a profit or loss which can not yet be determined , owing to factors including the valuation of the consideration shares to be received and prevailing echange rates ."
2677,1,"the sale will be finalized in september or october , the company said ."
2678,1,"the share capital of alma media corporation business id 1944757-4 is eur 44,767,513.80 and it is divided into 74,612,523 shares ."
2679,1,"the shares subscribed for under the stock options were registered in the trade register on 20 january 2011 , as of which date the new shares will establish shareholder rights ."
2680,1,"the ship cranes , which will be manufactured by macgregor 's partner plants in china , will be delivered between 2008-2010 for vessels ordered by chinese cosco , german peter dohle and hong kong based cido shipping ."
2681,1,the ship unloader is totally enclosed along the entire conveying line to the storage facilities .
2682,1,the site will cover over si hectares .
2683,1,"the study was not designed to enable formal statistical evaluation of therapeutic activity , the company said ."
2684,1,the transaction will take place without payment of merger consideration .
2685,1,the unit is planned to be operational during the second half of 2007 and in full stream in 2008 .
2686,1,"the wireless industry is bracing itself for the iphone , which will launch on june 29 ."
2687,1,their offering also covers localisation services related to production transfer to the finnish company 's customers that already have production in asian market or have made the decision to transfer production there .
2688,1,"there are currently some ten shops selling tikkurila 's paints in kazakhstan , and more shops will be opened continuously ."
2689,1,"there have been 15 initial public offerings announced in sweden this year , compared with two during the same period a year earlier , bloomberg data shows ."
2690,1,they both will report to oriola-kd 's chief eecutive officer eero hautaniemi .
2691,1,this is the company 's first contract abroad .
2692,1,this release is not an offer of securities for sale into the united states or elsewhere .
2693,1,this solution is an etension to the eisting online mediation solution delivered earlier by comptel and ibm .
2694,1,"through its partnership with finnish paulig 's danish subsidiary oscar , puljonki acquired a sales organization in the european market ."
2695,1,"tieto in latvia is represented by it services companies tietoenator alise and tietoenator , which has operations in the industries of financial services cards , retail and logistics and it outsourcing and managed services ."
2696,1,"together with latvia , cramo will operate 54 rental outlets in the baltic states ."
2697,1,two other sites will be included later on .
2698,1,"under a preliminary estimation , the technology park will measure about 50,000 square meters ."
2699,1,"under the changes envisaged , hk ruokatalo would reduce its number of industrial places of business in finland from eight to si ."
2700,1,upon completion of the sale proha would get some usd12 .7 m for its stake in artemis .
2701,1,w+ærtsil+æ 's aim is to serve the rapidly growing number of vessels and increasing marine activity in the barents sea region .
2702,1,valga lihatoostus markets its products under the maks & moorits trademark .
2703,1,"we know that it eists , '' artemyev said ."
2704,1,we offer our customers solutions based on renewable raw materials .
2705,1,"when dialing in , the participants should quote 877417 as conference id ."
2706,1,work on the assignment has already started and is due for completion in spring 2011 .
2707,1,"yesterday , legrand issued its e300 million fied rate deal maturing 2017 ."
2708,1,yvonne jones is owner of chameleon interiors .
2709,1,zao yit moskovia builds housing in moscow and its surrounding cities .
2710,1,"bawag - is to issue a benchmark , covered deal ."
2711,1,"jvc will stop producing dvd players in brazil : jvc do brazil , a subsidiary of japan 's jvc group announced it will stop the production of dvd players in brazil ."
2712,1,"swedbank hypotek - is to issue a benchmark , fied rate covered deal in euros , maturing january 2010 ."
2713,1,"argentine agricultural eport company calafate has tapped compatriot firm finnegans for a software solution , the latter company said in a statement ."
2714,1,"finnish printed circuit boards ( pcbs ) maker aspocomp group oyj said on december 4 , 2006 it named henry gilchrist senior vice president of the group 's asian operations , as of january 8 , 2007 ."
2715,1,` nordic infrastructure construction is one of our strategic growth areas .
2716,1,` pulp and paper industries are growing in countries like china and russia .
2717,1,"` sanoma is a buyer not a target , ' he said ."
2718,1,"`` after the transaction , tikkurila has no powder coatings-related operations , '' the company said ."
2719,1,"`` if you need malware removal tools , type the url of your vendor of choice directly into the browser bar and use links on their website , '' wrote trend micro 's rik ferguson on monday ."
2720,1,`` it wo n't happen overnight .
2721,1,`` printed fabrics and related design epertise have always been the core of marimekko 's business and brand .
2722,1,`` serving customers locally is one of the cornerstones of customer focus for us .
2723,1,"`` we have become convinced that we can do that very quickly , '' he told finnish business reporters ."
2724,1,`` we know there are some of our own people out there . ''
2725,1,"+_lemiste city is the environment for a knowledge-based economy providing work for 3,300 people with the total turnover of its companies amounting to eek 5.4 bn , '' said +_lo p+ærnits , chairman of the supervisory board of +_lemiste city and mainor ."
2726,1,"19 may 2010 - finnish company lemminkainen oyj ( hel : lem1s ) said today that it will construct an office building at toolonlahti in downtown helsinki , without disclosing financial details ."
2727,1,25 november 2010 - finnish paints and coatings company tikkurila oyj ( hel : tik1v ) said today that finnish state-owned investment company solidium oy sold its 14.7 % stake in the company for a total of eur98m .
2728,1,26 january 2011 - finnish software solutions provider basware ( hel : bas1v ) said yesterday it adjusted its strategy and goals for the net four years with focus on international growth mainly via acquisitions .
2729,1,26 november 2010 - finnish sports-equipment maker amer sports oyj ( hel : ameas ) said today it has obtained a eur30m schuldschein note loan from a pool of international investors .
2730,1,"3 january 2011 - scandinavian lenders sampo bank ( hel : samas ) , pohjola bank ( hel : poh1s ) and svenska handelsbanken ( sto : shb a ) have provided a eur160m ( usd213m ) line of credit to lemminkainen oyj ( hel : lem1s ) , the finnish construction firm said on friday ."
2731,2,55 workers in +_m+_l will be affected by the close-down .
2732,1,"a coker crane will be supplied to tesoro corporation 's golden eagle refinery in martinez , california , while a similar crane will be delivered to bp 's castell refinery in spain ."
2733,1,a few employees would remain at the oulu plant in support functions for other group units .
2734,1,a huge issue for us is the button placement .
2735,1,a merger between upm and finnish-swedish stora enso is not likely either .
2736,1,a paper mill in the central maine town of madison soon will have a new owner .
2737,1,a total 30 % of the order value was booked in the fourth quarter of 2009 and the remainder will be booked in the second quarter of 2010 .
2738,1,"a total of 131000 talvivaara mining company plc 's new shares were subscribed for during the period between may 1 , 2010 and june 30 , 2010 under the company 's stock option rights 2007a ."
2739,1,"a total of 38,244 new citycon shares with a nominal value of eur 1.35 per share were subscribed on 19 april eercising the a-b-c options based on the company 's stock option plan 1999 ."
2740,1,"a total of 750,330 new citycon shares with a nominal value of eur 1.35 per share were subscribed in december eercising the a-b-c options based on the company 's stock option plan 1999 ."
2741,1,"abn amro capital has agreed to sell its helsinki-based designer homeware producer , iittala oyj , to crosstown consumer products group fiskars corp. , for eur230 million to eur235 million ( $ 310 million to $ 316 million ) ."
2742,1,"according to preliminary information by the finnish forest industries federation , imports of roundwood to finland increased to about 20 million m3 in 2005 , representing an increase of 15 % from 2004 ."
2743,2,finland-based stockmann group has closed seven franchising sports stores nike in russia .
2744,1,"finnish ac drives manufacturer vacon is acquiring the ac drives business of tb wood 's , part of the us group altra holdings ."
